path,sha256,firstCommit,category,action,packaging,rationale,sourceEvidence
src/test/resources/fixtures/cox-strategies.wikitext,b30b93b9e7c28b9fd16f342156f805ee7091394c7f26bf2d9d4d6672e30bd542,948742cd0026792e3150ed76f7b1ff20707a07ff,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/resources/fixtures/cox-strategies.wikitext [exact SHA-256]
src/test/resources/fixtures/dragon-slayer-ii.wikitext,7828e3df48cb50c2f124f3da84b20bbeb78187313c113529adff0e9ad4b0f907,948742cd0026792e3150ed76f7b1ff20707a07ff,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/resources/fixtures/dragon-slayer-ii.wikitext [exact SHA-256]
src/test/resources/fixtures/gemstone-crab-strategies.wikitext,98133ef77d9b1bc16b5e2319f8f3a625f01bc2f205c7684037136454d5471d96,948742cd0026792e3150ed76f7b1ff20707a07ff,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/fixtures/general-graardor-strategies.wikitext,d5d4d57c2aba935e5f90b40fcd78dbd4d532cf4f9c5d4b6901d6aaab637745cb,948742cd0026792e3150ed76f7b1ff20707a07ff,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/fixtures/gotr-strategies.wikitext,f1307c92369b27376882a58a3fd50ae28fcd5fc9d618cab5758566a120a4b23b,948742cd0026792e3150ed76f7b1ff20707a07ff,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/resources/fixtures/gotr-strategies.wikitext [exact SHA-256]
src/test/resources/fixtures/nechryael-slayer-task.wikitext,11b34642febb52423b031a3748328084f52b84e5482717571ec67741e956e7a7,948742cd0026792e3150ed76f7b1ff20707a07ff,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/fixtures/phantom-muspah-strategies.wikitext,1bb480481b9077ba3062e10e20f75f949c2ea484e4d9730f3f75a0abc0d5ccc8,948742cd0026792e3150ed76f7b1ff20707a07ff,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/fixtures/theatre-of-blood-strategies.wikitext,b48ab3a934064fb04a0342946aca61b2749ac08bdd943041c162657140416a88,948742cd0026792e3150ed76f7b1ff20707a07ff,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/fixtures/toa-strategies.wikitext,131d6d688e1162ea229ebc39d4ff6ef3e14b72343f7c98fe90c0886734e94e3d,948742cd0026792e3150ed76f7b1ff20707a07ff,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/resources/fixtures/toa-strategies.wikitext [exact SHA-256]
src/test/resources/fixtures/tob-setups-guide.wikitext,672a6bfdd56f5595e4827321f41447e7a3469dcd51bc78fda2111fa6e68c6094,948742cd0026792e3150ed76f7b1ff20707a07ff,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/resources/fixtures/tob-setups-guide.wikitext [exact SHA-256]
src/test/resources/fixtures/vorkath-strategies.wikitext,2f25e2c7817d1898f22cbfd50b20994544bc9c6e305dd5ac9159f5220353b85f,948742cd0026792e3150ed76f7b1ff20707a07ff,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/resources/fixtures/vorkath-strategies.wikitext [exact SHA-256]
src/test/resources/fixtures/zulrah-page.wikitext,ac0c8833f6cbfd083a47211e8b91b5d2d19b7be45be6647a2f735e8621ee47c9,948742cd0026792e3150ed76f7b1ff20707a07ff,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/resources/fixtures/zulrah-page.wikitext [exact SHA-256]
src/test/resources/fixtures/zulrah-strategies.wikitext,d2f3ed0e05ba4b2ea55cda164a461b5ee6be1f54e8658c0ac6c8c0ba59478bad,948742cd0026792e3150ed76f7b1ff20707a07ff,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/resources/fixtures/zulrah-strategies.wikitext [exact SHA-256]
tools/.gitignore,32dae3052f331ee34d628ef535709b301259a45df7c7522c4d35dcf49873f00b,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,local-candidate,review-and-adapt,source/build,Local history; absence of an archive match is not proof of independent authorship.,
tools/boss-catalog.json,8a334f45ec855b9995c2824c6b99e66ef6c7e8c8e74eea8ba69ff62da079d6ce,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,fact-table-review,rebuild-with-provenance,source/build,Locally assembled Wiki facts per NOTICE; document independent collection/schema.,
tools/fetch-boss-wiki.py,22573f183b0d600b77eb0bd6be101ae54fce4bd0c8f13b0ccf75004cf220bc7a,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,local-candidate,review-and-adapt,source/build,Local history; absence of an archive match is not proof of independent authorship.,
